ID,Genre,Senior,Enfants,Anciennete,Multi-lignes,Service Internet,Autres Services,Partenaire,Contrat,Facturation electronique,Mode de paiement,charges mensuelles,Charges totales,target
57456763,Homme,0,Non,35,Non,DSL,Oui,Non,Mensuel,Non,Cheque papier,55,"2010,55",Oui
21112478,Homme,0,Non,3,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,"86,05","244,85",Non
29263432,Homme,0,Non,24,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,"101,05","2391,8",Oui
19092246,Femme,0,Non,69,Oui,Fibre optique,Oui,Oui,Bisannuel,Non,Virement bancaire,"105,35","7240,65",Non
51236026,Femme,0,Oui,41,Non,DSL,Oui,Non,Mensuel,Non,Virement bancaire,"45,2","1841,9",Non
38774551,Femme,0,Oui,72,Oui,Non,Oui,Oui,Bisannuel,Oui,Virement bancaire,"26,25","1988,05",Non
47345572,Homme,0,Non,61,Oui,DSL,Oui,Oui,Annuel,Oui,Cheque electronique,"79,8","4914,8",Non
55216498,Homme,0,Non,52,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"103,05","5364,8",Non
31963752,Homme,0,Non,60,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Virement bancaire,"109,45","6572,85",Non
17842098,Homme,0,Non,9,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"94,05","811,65",Non
12371466,Homme,0,Oui,1,Non,Fibre optique,Oui,Oui,Mensuel,Non,Carte bancaire,"74,6","74,6",Non
51326037,Femme,0,Non,53,Non,Fibre optique,Oui,Oui,Annuel,Non,Cheque electronique,"110,5","5835,5",Non
53166248,Homme,0,Non,60,Oui,Fibre optique,Oui,Non,Bisannuel,Oui,Cheque electronique,"89,55","5231,2",Non
38424509,Femme,0,Oui,22,Non,Non,Oui,Oui,Mensuel,Non,Cheque papier,"19,9","400,3",Non
48525708,Femme,0,Non,2,Non,DSL,Oui,Non,Mensuel,Non,Cheque electronique,"45,55","84,4",Non
59066947,Femme,0,Oui,48,Non,DSL,Non,Non,Mensuel,Non,Carte bancaire,"45,55","2108,35",Non
21862562,Femme,0,Oui,71,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,99,"7061,65",Non
34264018,Femme,0,Non,28,Oui,DSL,Oui,Non,Annuel,Non,Cheque papier,59,"1654,45",Non
9081072,Femme,0,Non,2,Non,DSL,Oui,Non,Mensuel,Oui,Carte bancaire,"49,05","91,1",Oui
50255909,Homme,0,Non,1,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,"20,2","20,2",Oui
13031541,Homme,0,Oui,63,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,"80,3","4896,35",Non
55886577,Femme,0,Non,2,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,"20,3","41,2",Non
16271917,Femme,0,Non,44,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,"84,8","3862,55",Oui
15221792,Femme,0,Non,44,Non,DSL,Oui,Oui,Annuel,Oui,Cheque papier,"61,5","2722,2",Non
835982,Homme,0,Oui,40,Non,Non,Oui,Oui,Bisannuel,Non,Cheque papier,"19,6","808,95",Non
358422,Femme,0,Non,7,Non,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,"69,85","515,45",Non
138160,Homme,0,Non,10,Oui,Non,Oui,Non,Bisannuel,Non,Virement bancaire,"25,7","251,6",Non
299353,Femme,1,Non,7,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"89,15","574,35",Non
15561832,Femme,1,Non,22,Oui,DSL,Oui,Oui,Mensuel,Oui,Cheque papier,"63,55","1381,8",Non
10031184,Femme,0,Non,53,Non,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,"93,45","4872,2",Non
382447,Femme,0,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque papier,"69,55","69,55",Oui
27783253,Homme,0,Oui,17,Oui,DSL,Oui,Oui,Annuel,Oui,Cheque papier,"62,1","1096,65",Non
761900,Homme,0,Non,50,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,"94,4","4914,9",Non
35854204,Femme,0,Oui,7,Non,Non,Oui,Non,Annuel,Non,Cheque papier,"20,05","96,8",Non
29373447,Femme,0,Non,58,Oui,Fibre optique,Oui,Non,Annuel,Oui,Cheque electronique,"107,75","6332,75",Non
31053641,Homme,1,Non,29,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,"95,9","2745,2",Oui
48345687,Homme,1,Non,6,Non,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,"85,15","503,6",Oui
49395811,Femme,0,Oui,17,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,"85,45","1451,6",Oui
14021652,Homme,1,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"79,1","79,1",Oui
28863381,Homme,1,Non,1,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,"95,1","95,1",Oui
58516886,Homme,0,Oui,12,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,"73,75","871,4",Oui
19322274,Homme,0,Non,30,Non,Non,Oui,Oui,Annuel,Non,Carte bancaire,"19,8","576,65",Non
35994219,Homme,0,Non,7,Oui,Non,Oui,Non,Mensuel,Oui,Virement bancaire,"25,05","152,95",Non
37714425,Homme,0,Oui,1,Non,DSL,Non,Non,Mensuel,Non,Cheque electronique,"24,75","24,75",Oui
47655606,Homme,0,Oui,10,Non,DSL,Oui,Oui,Mensuel,Non,Cheque papier,"60,2","563,5",Non
51096006,Homme,1,Non,60,Oui,DSL,Oui,Non,Annuel,Oui,Cheque electronique,"71,75","4374,55",Non
34554052,Femme,0,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,"97,7","6869,7",Non
38444511,Femme,0,Non,38,Oui,DSL,Oui,Non,Mensuel,Non,Carte bancaire,"68,15","2656,3",Non
41944928,Homme,0,Non,30,Non,Non,Oui,Oui,Bisannuel,Non,Cheque papier,"19,05","637,55",Non
5865,Femme,0,Non,9,Oui,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,"94,4","857,25",Oui
7683,Femme,0,Non,7,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Virement bancaire,"75,15","496,9",Oui
796937,Femme,0,Oui,0,Non,DSL,Oui,Oui,Bisannuel,Non,Cheque papier,"80,85",,Non
24162824,Homme,0,Non,39,Non,Non,Oui,Oui,Bisannuel,Oui,Virement bancaire,"20,45",790,Non
29683485,Femme,1,Non,38,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,"83,45","3147,15",Non
43755141,Homme,0,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"89,25","89,25",Non
785926,Femme,0,Oui,32,Non,DSL,Oui,Oui,Mensuel,Non,Virement bancaire,"76,3","2404,15",Non
28813376,Femme,0,Oui,71,Non,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,"19,9","1389,35",Non
29663483,Homme,0,Non,19,Non,DSL,Oui,Non,Mensuel,Oui,Virement bancaire,45,"865,85",Non
22172599,Femme,0,Non,7,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"75,15",525,Non
43855154,Homme,1,Non,41,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,"94,55","3851,45",Non
50025880,Homme,0,Non,33,Non,DSL,Oui,Oui,Bisannuel,Oui,Cheque papier,"61,05","2018,4",Non
34824084,Femme,1,Non,68,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,"100,2","6851,65",Oui
49215790,Femme,0,Non,25,Non,Non,Oui,Non,Bisannuel,Non,Carte bancaire,"19,8","475,2",Non
43355097,Homme,0,Oui,71,Oui,DSL,Oui,Oui,Bisannuel,Non,Virement bancaire,"86,85","6263,8",Non
47715613,Femme,0,Non,45,Non,DSL,Oui,Non,Annuel,Oui,Carte bancaire,"62,55","2796,45",Non
9101074,Homme,0,Non,7,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,"98,05",713,Oui
21722548,Femme,0,Non,52,Non,DSL,Non,Non,Bisannuel,Non,Cheque papier,"39,1","1982,1",Non
48415695,Femme,0,Non,33,Non,DSL,Oui,Oui,Annuel,Oui,Cheque papier,"51,45","1758,9",Non
23092704,Femme,0,Non,1,Oui,DSL,Oui,Non,Mensuel,Oui,Cheque papier,"50,1","50,1",Oui
56056594,Homme,0,Non,55,Non,DSL,Non,Oui,Mensuel,Oui,Virement bancaire,"54,55","2978,3",Oui
12571490,Femme,0,Oui,23,Non,DSL,Oui,Oui,Annuel,Oui,Cheque papier,"57,75","1282,85",Non
24952914,Homme,0,Non,52,Non,DSL,Non,Non,Bisannuel,Non,Carte bancaire,"63,9","3334,95",Non
45085296,Femme,1,Non,50,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Virement bancaire,"108,75","5431,9",Non
46945520,Homme,0,Non,1,Non,DSL,Oui,Oui,Mensuel,Non,Cheque papier,"55,7","55,7",Non
11781392,Homme,0,Non,29,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,"85,8","2440,25",Non
47165548,Femme,0,Non,3,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"89,45","240,45",Oui
48855747,Femme,0,Non,10,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,81,"818,05",Oui
442515,Homme,0,Non,30,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,95,"2852,4",Non
40404748,Homme,0,Non,35,Non,Non,Oui,Non,Annuel,Non,Virement bancaire,"20,6",754,Non
45285319,Femme,0,Oui,32,Non,DSL,Oui,Oui,Bisannuel,Non,Cheque papier,"73,6","2316,85",Non
32753847,Femme,0,Oui,8,Non,DSL,Oui,Oui,Mensuel,Oui,Cheque electronique,"45,45","411,75",Non
57066718,Homme,1,Non,57,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,"100,6","5746,15",Oui
10541245,Femme,0,Non,15,Non,Non,Oui,Non,Mensuel,Non,Virement bancaire,"19,4","289,3",Oui
26553100,Femme,0,Non,17,Non,Non,Oui,Non,Annuel,Non,Cheque papier,"20,15","353,65",Non
45845382,Homme,0,Non,32,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,"78,9","2447,95",Oui
30263551,Homme,0,Non,32,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"96,2","3183,4",Oui
14151666,Femme,0,Non,9,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"76,85","663,55",Non
23722776,Homme,1,Non,53,Oui,DSL,Oui,Oui,Annuel,Oui,Cheque electronique,"60,05","3229,65",Oui
47005527,Homme,0,Oui,51,Oui,Non,Oui,Oui,Annuel,Oui,Cheque papier,"23,95","1216,35",Non
29553469,Homme,0,Oui,1,Non,Non,Oui,Oui,Mensuel,Non,Cheque papier,"19,7","19,7",Non
27673239,Femme,0,Oui,26,Non,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,"19,65","494,9",Non
45135301,Femme,0,Oui,1,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque papier,"80,05","80,05",Oui
58456880,Femme,0,Non,21,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,"86,05","1818,9",Non
15021768,Femme,0,Non,71,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,"115,15","8078,1",Non
30963630,Homme,0,Oui,17,Oui,Non,Oui,Oui,Bisannuel,Oui,Cheque papier,"25,15","412,6",Non
51876098,Homme,0,Oui,72,Oui,DSL,Oui,Oui,Bisannuel,Non,Carte bancaire,81,5750,Non
20112358,Femme,0,Non,67,Oui,DSL,Oui,Oui,Annuel,Non,Cheque papier,"75,1","5064,45",Non
45325324,Femme,0,Oui,58,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Carte bancaire,"105,2","6225,4",Non
30503577,Femme,0,Oui,72,Oui,Non,Oui,Oui,Annuel,Oui,Virement bancaire,"23,3","1623,15",Non
28423332,Homme,0,Oui,0,Non,Non,Oui,Oui,Bisannuel,Non,Cheque papier,"19,85",,Non
48235671,Femme,0,Oui,17,Oui,Non,Oui,Oui,Mensuel,Non,Cheque papier,"24,1","409,9",Oui
45195310,Femme,0,Non,61,Non,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,"20,25","1278,8",Non
34424037,Femme,0,Oui,18,Non,Non,Oui,Oui,Mensuel,Oui,Cheque papier,"20,25","401,95",Non
67,Homme,0,Oui,22,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,"89,1","1949,4",Non
24872905,Homme,0,Non,25,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque papier,"70,95","1767,35",Oui
678797,Homme,0,Non,31,Oui,Fibre optique,Oui,Non,Annuel,Non,Carte bancaire,"81,7","2548,65",Non
19432286,Homme,0,Non,53,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,"93,9","5029,2",Oui
36904330,Femme,0,Oui,17,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,"94,4","1607,2",Oui
55076484,Homme,0,Oui,13,Non,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,97,"1334,45",Non
33063881,Homme,0,Oui,26,Oui,DSL,Oui,Oui,Annuel,Oui,Carte bancaire,82,"2083,1",Non
45905390,Femme,0,Non,51,Non,Fibre optique,Oui,Oui,Mensuel,Non,Cheque papier,"69,15","3649,6",Non
26073044,Femme,1,Non,2,Non,DSL,Non,Non,Mensuel,Oui,Cheque electronique,"30,4","78,65",Oui
57226737,Homme,0,Oui,67,Non,Non,Oui,Oui,Bisannuel,Oui,Cheque papier,"20,8","1411,9",Non
55036477,Homme,0,Oui,53,Oui,DSL,Oui,Oui,Annuel,Non,Virement bancaire,"64,15","3491,55",Non
10641261,Homme,0,Non,2,Non,DSL,Oui,Non,Mensuel,Oui,Cheque papier,"50,3","92,75",Non
37064349,Femme,0,Non,1,Non,Non,Oui,Non,Mensuel,Oui,Cheque papier,"19,1","19,1",Oui
22422626,Homme,0,Non,56,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"86,4","4922,4",Non
14741734,Homme,0,Non,1,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,"19,05","19,05",Non
44375214,Femme,1,Non,17,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,"92,55","1614,7",Non
18892221,Homme,0,Non,72,Non,DSL,Oui,Oui,Bisannuel,Oui,Virement bancaire,"79,35","5753,25",Non
42294969,Femme,1,Oui,68,Non,DSL,Non,Oui,Bisannuel,Oui,Cheque electronique,53,"3656,25",Non
20212373,Homme,0,Oui,71,Oui,DSL,Oui,Oui,Bisannuel,Non,Carte bancaire,"90,3","6287,3",Non
47075537,Homme,0,Non,9,Non,DSL,Non,Non,Mensuel,Oui,Carte bancaire,"34,7","296,1",Oui
42595004,Homme,0,Oui,11,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,"74,35","834,2",Oui
26583104,Femme,1,Non,1,Non,Non,Oui,Non,Mensuel,Oui,Cheque electronique,"19,45","19,45",Oui
24672880,Homme,1,Non,70,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,"102,95","7101,5",Oui
47905633,Homme,0,Non,58,Non,Non,Oui,Non,Bisannuel,Non,Carte bancaire,"20,3","1131,5",Non
11301337,Femme,0,Non,15,Non,Fibre optique,Oui,Oui,Mensuel,Non,Virement bancaire,"75,35","1114,55",Non
14611721,Femme,1,Non,2,Non,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,"83,8","163,7",Non
31333676,Femme,0,Non,1,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,"20,5","20,5",Non
54176372,Femme,0,Non,24,Oui,Non,Oui,Non,Bisannuel,Non,Carte bancaire,"25,15",553,Non
38014460,Femme,0,Non,1,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,"100,25","100,25",Oui
45115299,Femme,1,Non,60,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,"105,9","6401,25",Non
222262,Homme,1,Non,13,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"106,9","1364,3",Oui
55496531,Homme,1,Non,63,Non,DSL,Non,Oui,Annuel,Non,Virement bancaire,"36,1","2298,9",Non
4854,Femme,1,Non,8,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,"80,65","633,3",Oui
573671,Femme,0,Oui,53,Non,Non,Oui,Oui,Annuel,Oui,Virement bancaire,"19,85","1039,45",Non
12361465,Homme,0,Non,9,Non,DSL,Oui,Non,Mensuel,Non,Cheque papier,"64,95","547,8",Non
45495341,Femme,0,Non,38,Oui,DSL,Oui,Non,Annuel,Non,Virement bancaire,"84,1","3187,65",Non
58016826,Homme,0,Non,27,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"81,3","2272,8",Non
53766322,Femme,0,Non,30,Non,Non,Oui,Oui,Mensuel,Non,Virement bancaire,"19,65","655,85",Oui
22822674,Homme,0,Non,22,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,"101,35","2317,1",Oui
48105657,Homme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Non,Cheque electronique,"49,75","49,75",Non
267314,Femme,1,Non,5,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,"69,35","341,6",Non
11041307,Femme,0,Non,70,Oui,Fibre optique,Oui,Non,Annuel,Non,Carte bancaire,"115,55","8127,6",Oui
23052700,Femme,1,Non,34,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"96,35","3190,25",Non
47065536,Femme,0,Oui,55,Oui,DSL,Oui,Oui,Bisannuel,Oui,Virement bancaire,"85,1","4657,95",Non
19352278,Homme,0,Non,65,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"109,15","6941,2",Oui
386451,Femme,0,Non,64,Oui,Non,Oui,Non,Annuel,Non,Cheque papier,"24,7","1642,75",Non
17012007,Homme,0,Non,5,Oui,DSL,Oui,Non,Mensuel,Non,Cheque electronique,"47,15","223,15",Oui
16281918,Femme,1,Non,72,Oui,DSL,Oui,Oui,Bisannuel,Non,Carte bancaire,"89,1","6352,4",Non
47605599,Femme,0,Oui,55,Non,Non,Oui,Oui,Annuel,Non,Carte bancaire,"19,15","998,1",Non
47385576,Homme,0,Oui,70,Oui,DSL,Oui,Oui,Annuel,Non,Virement bancaire,"78,35","5445,95",Non
58786916,Femme,0,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Cheque electronique,"97,85","6841,3",Non
15631841,Homme,0,Oui,65,Oui,Fibre optique,Oui,Oui,Bisannuel,Non,Virement bancaire,"108,65","6937,95",Oui
35714187,Homme,0,Oui,62,Oui,Fibre optique,Oui,Non,Bisannuel,Oui,Cheque electronique,"104,05","6590,5",Non
209249,Homme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Oui,Cheque papier,"48,55","48,55",Oui
9091073,Homme,0,Non,22,Non,DSL,Non,Non,Bisannuel,Non,Virement bancaire,"56,75","1304,85",Non
12891525,Femme,0,Non,63,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,"109,85","7002,95",Non
45165307,Homme,0,Oui,19,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,"83,65","1465,75",Oui
41544883,Femme,0,Non,66,Non,DSL,Non,Non,Bisannuel,Oui,Virement bancaire,"62,5","4136,4",Non
18422166,Femme,0,Non,13,Non,Non,Oui,Non,Annuel,Non,Cheque papier,"20,2","273,25",Non
24972916,Femme,0,Oui,72,Non,DSL,Non,Oui,Bisannuel,Oui,Virement bancaire,"63,8","4684,3",Non
58306861,Femme,0,Non,37,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,"101,9","3545,35",Oui
36144236,Femme,1,Non,56,Oui,Fibre optique,Oui,Oui,Annuel,Non,Cheque electronique,"95,65","5471,75",Non
9581128,Femme,0,Oui,23,Non,DSL,Oui,Oui,Annuel,Oui,Cheque papier,"66,25","1533,8",Non
17932108,Homme,0,Non,33,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,"93,35",3092,Non
20882451,Femme,0,Oui,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Virement bancaire,"110,45","8058,85",Non
27023165,Homme,0,Non,31,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"101,4","3143,65",Non
331394,Femme,0,Non,19,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,"19,9","367,55",Non
33133888,Homme,0,Non,11,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,"74,95","815,5",Oui
38554524,Homme,1,Non,10,Non,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,"75,3","720,45",Non
33263903,Femme,0,Non,1,Non,DSL,Non,Non,Mensuel,Non,Cheque papier,"29,9","29,9",Non
24592872,Homme,0,Non,14,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,"86,1","1235,55",Oui
17742087,Homme,0,Oui,17,Non,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,"80,85","1400,85",Oui
42004937,Femme,1,Non,45,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"97,05","4385,05",Non
44425221,Femme,0,Non,29,Non,DSL,Oui,Non,Annuel,Non,Carte bancaire,58,"1734,5",Non
36864326,Homme,0,Non,1,Non,Non,Oui,Non,Mensuel,Non,Carte bancaire,"20,75","20,75",Non
32093768,Homme,0,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,"110,9","8240,85",Non
50795974,Homme,0,Non,64,Oui,Fibre optique,Oui,Non,Bisannuel,Oui,Virement bancaire,"104,4","6692,65",Non
47225555,Femme,0,Non,63,Non,Non,Oui,Non,Bisannuel,Oui,Cheque papier,"20,6","1298,7",Non
37394386,Homme,0,Non,21,Non,Non,Oui,Non,Annuel,Oui,Cheque papier,"20,35","422,7",Non
27943274,Homme,0,Non,33,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,"68,25","2171,15",Oui
17102016,Femme,0,Oui,28,Oui,DSL,Oui,Oui,Mensuel,Non,Cheque papier,"49,9","1410,25",Non
45675363,Homme,0,Oui,65,Oui,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,"24,75","1715,1",Non
24782896,Femme,0,Non,37,Non,Non,Oui,Oui,Annuel,Oui,Virement bancaire,"19,85","717,5",Non
13661611,Homme,0,Oui,51,Non,DSL,Oui,Oui,Bisannuel,Non,Carte bancaire,"60,5","3121,45",Non
173201,Femme,0,Non,27,Non,Fibre optique,Oui,Oui,Annuel,Oui,Carte bancaire,"101,9","2681,15",Non
40134720,Homme,0,Non,36,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"84,9","3067,2",Oui
44075181,Femme,0,Non,68,Non,DSL,Non,Non,Bisannuel,Non,Carte bancaire,"64,35","4539,6",Non
28793374,Femme,1,Non,2,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,"75,45","158,4",Oui
52136126,Homme,0,Non,13,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,"102,25",1359,Oui
33953983,Homme,0,Oui,71,Oui,Non,Oui,Non,Bisannuel,Non,Cheque papier,"24,35","1654,6",Non
19522296,Homme,0,Non,1,Non,DSL,Non,Non,Mensuel,Oui,Cheque electronique,"25,15","25,15",Oui
57006710,Homme,0,Non,50,Oui,Fibre optique,Oui,Oui,Annuel,Non,Cheque electronique,"99,4","5059,75",Non
33323909,Femme,1,Non,60,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Virement bancaire,"116,05","6925,9",Non
20362389,Femme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,"55,45","55,45",Non
38524521,Homme,0,Oui,1,Non,Non,Oui,Oui,Mensuel,Non,Virement bancaire,"19,95","19,95",Oui
45975398,Homme,0,Non,6,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"84,85","523,5",Oui
1821,Homme,1,Non,1,Non,DSL,Non,Non,Mensuel,Oui,Cheque electronique,"39,65","39,65",Oui
01,Femme,0,Non,1,Non,DSL,Non,Oui,Mensuel,Oui,Cheque electronique,"29,85","29,85",Non
21742550,Homme,0,Non,2,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,"20,05","33,7",Non
13561600,Femme,0,Oui,70,Non,DSL,Oui,Oui,Bisannuel,Oui,Virement bancaire,"80,4","5717,85",Non
44535235,Femme,0,Non,40,Oui,Fibre optique,Oui,Oui,Annuel,Non,Virement bancaire,"105,75","4228,55",Non
45525345,Homme,0,Oui,71,Non,DSL,Oui,Non,Bisannuel,Oui,Carte bancaire,"76,9","5522,7",Non
54106361,Femme,0,Non,1,Non,Non,Oui,Non,Mensuel,Oui,Cheque papier,"20,3","20,3",Oui
396464,Homme,0,Non,7,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"99,8","673,25",Oui
55956584,Femme,0,Non,22,Non,Non,Oui,Non,Annuel,Oui,Cheque papier,"19,25","412,55",Non
33203896,Homme,0,Oui,56,Oui,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,"24,15","1402,25",Non
18122131,Homme,0,Non,51,Oui,Fibre optique,Oui,Non,Annuel,Oui,Cheque electronique,"94,8","4837,6",Oui
35894209,Homme,0,Non,69,Non,DSL,Non,Oui,Annuel,Oui,Carte bancaire,"60,8","4263,4",Non
46105414,Femme,0,Non,15,Non,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,94,"1505,45",Non
816960,Femme,0,Oui,32,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,"86,1","2723,75",Non
15721851,Femme,1,Non,47,Oui,DSL,Oui,Oui,Mensuel,Oui,Carte bancaire,"67,45",3252,Non
41404866,Femme,0,Oui,7,Oui,DSL,Oui,Oui,Mensuel,Non,Cheque electronique,"48,8","349,8",Non
18002116,Femme,0,Non,71,Oui,Fibre optique,Oui,Non,Bisannuel,Oui,Cheque electronique,"118,65","8477,6",Non
22802672,Homme,0,Non,63,Oui,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,"105,4","6713,2",Non
37184364,Femme,0,Non,56,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Virement bancaire,"85,6","4902,8",Non
47325570,Femme,1,Non,3,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque papier,"83,9","267,4",Oui
58896927,Femme,0,Non,56,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"73,85","4092,85",Oui
45235314,Homme,0,Non,56,Non,Fibre optique,Oui,Oui,Mensuel,Non,Cheque papier,"89,7","4952,95",Non
32623830,Homme,1,Non,43,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,101,"4388,4",Oui
51586066,Homme,0,Non,59,Oui,Non,Oui,Non,Bisannuel,Non,Cheque papier,25,"1510,5",Non
38344499,Femme,0,Oui,11,Non,Non,Oui,Oui,Annuel,Oui,Cheque papier,20,"196,35",Non
34994106,Femme,0,Oui,67,Oui,Fibre optique,Oui,Oui,Bisannuel,Non,Carte bancaire,"106,7","7009,5",Non
32893864,Homme,0,Non,17,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,"102,55","1742,5",Non
